time,node_id,slot_id,num_groups,packets_per_slot,bonus_slots,urgency
0,0,14,15,4,none,0
0,1,13,15,4,none,0
0,2,12,15,4,none,0
0,3,11,15,4,none,0
0,4,10,15,4,none,0
0,5,9,15,4,none,0
0,6,8,15,4,none,0
0,7,7,15,4,none,0
0,8,6,15,4,none,0
0,9,5,15,4,none,0
0,10,4,15,4,none,0
0,11,3,15,4,none,0
0,12,2,15,4,none,0
0,13,1,15,4,none,0
0,14,0,15,4,none,0
8,0,14,15,4,none,0.0596032
8,1,13,15,4,none,0.0596032
8,2,12,15,4,none,0.0596032
8,3,11,15,4,none,0.0596032
8,4,10,15,4,none,0.0596032
8,5,9,15,4,none,0.0562368
8,6,8,15,4,none,0.0562368
8,7,7,15,4,none,0.0562368
8,8,6,15,4,none,0.0562368
8,9,5,15,4,none,0.0562368
8,10,4,15,4,none,0.0562368
8,11,3,15,4,none,0.0562368
8,12,2,15,4,none,0.0562368
8,13,1,15,4,none,0.0562368
8,14,0,15,4,none,0.0562368
13,0,14,15,4,none,0.0562368
13,1,13,15,4,none,0.0562368
13,2,12,15,4,none,0.0562368
13,3,11,15,4,none,0.0562368
13,4,10,15,4,none,0.0562368
13,5,9,15,4,none,0.0562368
13,6,8,15,4,none,0.0562368
13,7,7,15,4,none,0.0562368
13,8,6,15,4,none,0.0562368
13,9,5,15,4,none,0.0562368
13,10,4,15,4,none,0.0596032
13,11,3,15,4,none,0.0596032
13,12,2,15,4,none,0.0596032
13,13,1,15,4,none,0.0596032
13,14,0,15,4,none,0.0596032
18,0,14,15,4,none,0.0562368
18,1,13,15,4,none,0.0562368
18,2,12,15,4,none,0.0562368
18,3,11,15,4,none,0.0562368
18,4,10,15,4,none,0.0562368
18,5,9,15,4,none,0.0596032
18,6,8,15,4,none,0.0596032
18,7,7,15,4,none,0.0596032
18,8,6,15,4,none,0.0596032
18,9,5,15,4,none,0.0596032
18,10,4,15,4,none,0.0562368
18,11,3,15,4,none,0.0562368
18,12,2,15,4,none,0.0562368
18,13,1,15,4,none,0.0562368
18,14,0,15,4,none,0.0562368
23,0,14,15,4,none,0.0596032
23,1,13,15,4,none,0.0596032
23,2,12,15,4,none,0.0596032
23,3,11,15,4,none,0.0596032
23,4,10,15,4,none,0.0596032
23,5,9,15,4,none,0.0562368
23,6,8,15,4,none,0.0562368
23,7,7,15,4,none,0.0562368
23,8,6,15,4,none,0.0562368
23,9,5,15,4,none,0.0562368
23,10,4,15,4,none,0.0562368
23,11,3,15,4,none,0.0562368
23,12,2,15,4,none,0.0562368
23,13,1,15,4,none,0.0562368
23,14,0,15,4,none,0.0562368
28,0,14,15,4,none,0.0562368
28,1,13,15,4,none,0.0562368
28,2,12,15,4,none,0.0562368
28,3,11,15,4,none,0.0562368
28,4,10,15,4,none,0.0562368
28,5,9,15,4,none,0.0562368
28,6,8,15,4,none,0.0562368
28,7,7,15,4,none,0.0562368
28,8,6,15,4,none,0.0562368
28,9,5,15,4,none,0.0562368
28,10,4,15,4,none,0.0596032
28,11,3,15,4,none,0.0596032
28,12,2,15,4,none,0.0596032
28,13,1,15,4,none,0.0596032
28,14,0,15,4,none,0.0596032
33,0,14,15,4,none,0.0562368
33,1,13,15,4,none,0.0562368
33,2,12,15,4,none,0.0562368
33,3,11,15,4,none,0.0562368
33,4,10,15,4,none,0.0562368
33,5,9,15,4,none,0.0596032
33,6,8,15,4,none,0.0596032
33,7,7,15,4,none,0.0596032
33,8,6,15,4,none,0.0596032
33,9,5,15,4,none,0.0596032
33,10,4,15,4,none,0.0562368
33,11,3,15,4,none,0.0562368
33,12,2,15,4,none,0.0562368
33,13,1,15,4,none,0.0562368
33,14,0,15,4,none,0.0562368
38,0,14,15,4,none,0.0596032
38,1,13,15,4,none,0.0596032
38,2,12,15,4,none,0.0596032
38,3,11,15,4,none,0.0596032
38,4,10,15,4,none,0.0596032
38,5,9,15,4,none,0.0562368
38,6,8,15,4,none,0.0562368
38,7,7,15,4,none,0.0562368
38,8,6,15,4,none,0.0562368
38,9,5,15,4,none,0.0562368
38,10,4,15,4,none,0.0562368
38,11,3,15,4,none,0.0562368
38,12,2,15,4,none,0.0562368
38,13,1,15,4,none,0.0562368
38,14,0,15,4,none,0.0562368
43,0,14,15,4,none,0.0562368
43,1,13,15,4,none,0.0562368
43,2,12,15,4,none,0.0562368
43,3,11,15,4,none,0.0562368
43,4,10,15,4,none,0.0562368
43,5,9,15,4,none,0.0562368
43,6,8,15,4,none,0.0562368
43,7,7,15,4,none,0.0562368
43,8,6,15,4,none,0.0562368
43,9,5,15,4,none,0.0562368
43,10,4,15,4,none,0.0596032
43,11,3,15,4,none,0.0596032
43,12,2,15,4,none,0.0596032
43,13,1,15,4,none,0.0596032
43,14,0,15,4,none,0.0596032
48,0,14,15,4,none,0.0562368
48,1,13,15,4,none,0.0562368
48,2,12,15,4,none,0.0562368
48,3,11,15,4,none,0.0562368
48,4,10,15,4,none,0.0562368
48,5,9,15,4,none,0.0596032
48,6,8,15,4,none,0.0596032
48,7,7,15,4,none,0.0596032
48,8,6,15,4,none,0.0596032
48,9,5,15,4,none,0.0596032
48,10,4,15,4,none,0.0562368
48,11,3,15,4,none,0.0562368
48,12,2,15,4,none,0.0562368
48,13,1,15,4,none,0.0562368
48,14,0,15,4,none,0.0562368
53,0,14,15,4,none,0.0596032
53,1,13,15,4,none,0.0596032
53,2,12,15,4,none,0.0596032
53,3,11,15,4,none,0.0596032
53,4,10,15,4,none,0.0596032
53,5,9,15,4,none,0.0562368
53,6,8,15,4,none,0.0562368
53,7,7,15,4,none,0.0562368
53,8,6,15,4,none,0.0562368
53,9,5,15,4,none,0.0562368
53,10,4,15,4,none,0.0562368
53,11,3,15,4,none,0.0562368
53,12,2,15,4,none,0.0562368
53,13,1,15,4,none,0.0562368
53,14,0,15,4,none,0.0562368
58,0,14,15,4,none,0.0562368
58,1,13,15,4,none,0.0562368
58,2,12,15,4,none,0.0562368
58,3,11,15,4,none,0.0562368
58,4,10,15,4,none,0.0562368
58,5,9,15,4,none,0.0562368
58,6,8,15,4,none,0.0562368
58,7,7,15,4,none,0.0562368
58,8,6,15,4,none,0.0562368
58,9,5,15,4,none,0.0562368
58,10,4,15,4,none,0.0596032
58,11,3,15,4,none,0.0596032
58,12,2,15,4,none,0.0596032
58,13,1,15,4,none,0.0596032
58,14,0,15,4,none,0.0596032
63,0,14,15,4,none,0.0562368
63,1,13,15,4,none,0.0562368
63,2,12,15,4,none,0.0562368
63,3,11,15,4,none,0.0562368
63,4,10,15,4,none,0.0562368
63,5,9,15,4,none,0.0596032
63,6,8,15,4,none,0.0596032
63,7,7,15,4,none,0.0596032
63,8,6,15,4,none,0.0596032
63,9,5,15,4,none,0.0596032
63,10,4,15,4,none,0.0562368
63,11,3,15,4,none,0.0562368
63,12,2,15,4,none,0.0562368
63,13,1,15,4,none,0.0562368
63,14,0,15,4,none,0.0562368
68,0,14,15,4,none,0.0596032
68,1,13,15,4,none,0.0596032
68,2,12,15,4,none,0.0596032
68,3,11,15,4,none,0.0596032
68,4,10,15,4,none,0.0596032
68,5,9,15,4,none,0.0562368
68,6,8,15,4,none,0.0562368
68,7,7,15,4,none,0.0562368
68,8,6,15,4,none,0.0562368
68,9,5,15,4,none,0.0562368
68,10,4,15,4,none,0.0562368
68,11,3,15,4,none,0.0562368
68,12,2,15,4,none,0.0562368
68,13,1,15,4,none,0.0562368
68,14,0,15,4,none,0.0562368
73,0,14,15,4,none,0.0562368
73,1,13,15,4,none,0.0562368
73,2,12,15,4,none,0.0562368
73,3,11,15,4,none,0.0562368
73,4,10,15,4,none,0.0562368
73,5,9,15,4,none,0.0562368
73,6,8,15,4,none,0.0562368
73,7,7,15,4,none,0.0562368
73,8,6,15,4,none,0.0562368
73,9,5,15,4,none,0.0562368
73,10,4,15,4,none,0.0596032
73,11,3,15,4,none,0.0596032
73,12,2,15,4,none,0.0596032
73,13,1,15,4,none,0.0596032
73,14,0,15,4,none,0.0596032
78,0,14,15,4,none,0.0562368
78,1,13,15,4,none,0.0562368
78,2,12,15,4,none,0.0562368
78,3,11,15,4,none,0.0562368
78,4,10,15,4,none,0.0562368
78,5,9,15,4,none,0.0596032
78,6,8,15,4,none,0.0596032
78,7,7,15,4,none,0.0596032
78,8,6,15,4,none,0.0596032
78,9,5,15,4,none,0.0596032
78,10,4,15,4,none,0.0562368
78,11,3,15,4,none,0.0562368
78,12,2,15,4,none,0.0562368
78,13,1,15,4,none,0.0562368
78,14,0,15,4,none,0.0562368
83,0,14,15,4,none,0.0596032
83,1,13,15,4,none,0.0596032
83,2,12,15,4,none,0.0596032
83,3,11,15,4,none,0.0596032
83,4,10,15,4,none,0.0596032
83,5,9,15,4,none,0.0562368
83,6,8,15,4,none,0.0562368
83,7,7,15,4,none,0.0562368
83,8,6,15,4,none,0.0562368
83,9,5,15,4,none,0.0562368
83,10,4,15,4,none,0.0562368
83,11,3,15,4,none,0.0562368
83,12,2,15,4,none,0.0562368
83,13,1,15,4,none,0.0562368
83,14,0,15,4,none,0.0562368
88,0,14,15,4,none,0.0562368
88,1,13,15,4,none,0.0562368
88,2,12,15,4,none,0.0562368
88,3,11,15,4,none,0.0562368
88,4,10,15,4,none,0.0562368
88,5,9,15,4,none,0.0562368
88,6,8,15,4,none,0.0562368
88,7,7,15,4,none,0.0562368
88,8,6,15,4,none,0.0562368
88,9,5,15,4,none,0.0562368
88,10,4,15,4,none,0.0596032
88,11,3,15,4,none,0.0596032
88,12,2,15,4,none,0.0596032
88,13,1,15,4,none,0.0596032
88,14,0,15,4,none,0.0596032
93,0,14,15,4,none,0.0562368
93,1,13,15,4,none,0.0562368
93,2,12,15,4,none,0.0562368
93,3,11,15,4,none,0.0562368
93,4,10,15,4,none,0.0562368
93,5,9,15,4,none,0.0596032
93,6,8,15,4,none,0.0596032
93,7,7,15,4,none,0.0596032
93,8,6,15,4,none,0.0596032
93,9,5,15,4,none,0.0596032
93,10,4,15,4,none,0.0562368
93,11,3,15,4,none,0.0562368
93,12,2,15,4,none,0.0562368
93,13,1,15,4,none,0.0562368
93,14,0,15,4,none,0.0562368
98,0,14,15,4,none,0.0596032
98,1,13,15,4,none,0.0596032
98,2,12,15,4,none,0.0596032
98,3,11,15,4,none,0.0596032
98,4,10,15,4,none,0.0596032
98,5,9,15,4,none,0.0562368
98,6,8,15,4,none,0.0562368
98,7,7,15,4,none,0.0562368
98,8,6,15,4,none,0.0562368
98,9,5,15,4,none,0.0562368
98,10,4,15,4,none,0.0562368
98,11,3,15,4,none,0.0562368
98,12,2,15,4,none,0.0562368
98,13,1,15,4,none,0.0562368
98,14,0,15,4,none,0.0562368
103,0,14,15,4,none,0.0562368
103,1,13,15,4,none,0.0562368
103,2,12,15,4,none,0.0562368
103,3,11,15,4,none,0.0562368
103,4,10,15,4,none,0.0562368
103,5,9,15,4,none,0.0562368
103,6,8,15,4,none,0.0562368
103,7,7,15,4,none,0.0562368
103,8,6,15,4,none,0.0562368
103,9,5,15,4,none,0.0562368
103,10,4,15,4,none,0.0596032
103,11,3,15,4,none,0.0596032
103,12,2,15,4,none,0.0596032
103,13,1,15,4,none,0.0596032
103,14,0,15,4,none,0.0596032
108,0,14,15,4,none,0.0562368
108,1,13,15,4,none,0.0562368
108,2,12,15,4,none,0.0562368
108,3,11,15,4,none,0.0562368
108,4,10,15,4,none,0.0562368
108,5,9,15,4,none,0.0596032
108,6,8,15,4,none,0.0596032
108,7,7,15,4,none,0.0596032
108,8,6,15,4,none,0.0596032
108,9,5,15,4,none,0.0596032
108,10,4,15,4,none,0.0562368
108,11,3,15,4,none,0.0562368
108,12,2,15,4,none,0.0562368
108,13,1,15,4,none,0.0562368
108,14,0,15,4,none,0.0562368
113,0,14,15,4,none,0.0596032
113,1,13,15,4,none,0.0596032
113,2,12,15,4,none,0.0596032
113,3,11,15,4,none,0.0596032
113,4,10,15,4,none,0.0596032
113,5,9,15,4,none,0.0562368
113,6,8,15,4,none,0.0562368
113,7,7,15,4,none,0.0562368
113,8,6,15,4,none,0.0562368
113,9,5,15,4,none,0.0562368
113,10,4,15,4,none,0.0562368
113,11,3,15,4,none,0.0562368
113,12,2,15,4,none,0.0562368
113,13,1,15,4,none,0.0562368
113,14,0,15,4,none,0.0562368
118,0,14,15,4,none,0.0562368
118,1,13,15,4,none,0.0562368
118,2,12,15,4,none,0.0562368
118,3,11,15,4,none,0.0562368
118,4,10,15,4,none,0.0562368
118,5,9,15,4,none,0.0562368
118,6,8,15,4,none,0.0562368
118,7,7,15,4,none,0.0562368
118,8,6,15,4,none,0.0562368
118,9,5,15,4,none,0.0562368
118,10,4,15,4,none,0.0596032
118,11,3,15,4,none,0.0596032
118,12,2,15,4,none,0.0596032
118,13,1,15,4,none,0.0596032
118,14,0,15,4,none,0.0596032
123,0,14,15,4,none,0.0562368
123,1,13,15,4,none,0.0562368
123,2,12,15,4,none,0.0562368
123,3,11,15,4,none,0.0562368
123,4,10,15,4,none,0.0562368
123,5,9,15,4,none,0.0596032
123,6,8,15,4,none,0.0596032
123,7,7,15,4,none,0.0596032
123,8,6,15,4,none,0.0596032
123,9,5,15,4,none,0.0596032
123,10,4,15,4,none,0.0562368
123,11,3,15,4,none,0.0562368
123,12,2,15,4,none,0.0562368
123,13,1,15,4,none,0.0562368
123,14,0,15,4,none,0.0562368
128,0,14,15,4,none,0.0596032
128,1,13,15,4,none,0.0596032
128,2,12,15,4,none,0.0596032
128,3,11,15,4,none,0.0596032
128,4,10,15,4,none,0.0596032
128,5,9,15,4,none,0.0562368
128,6,8,15,4,none,0.0562368
128,7,7,15,4,none,0.0562368
128,8,6,15,4,none,0.0562368
128,9,5,15,4,none,0.0562368
128,10,4,15,4,none,0.0562368
128,11,3,15,4,none,0.0562368
128,12,2,15,4,none,0.0562368
128,13,1,15,4,none,0.0562368
128,14,0,15,4,none,0.0562368
133,0,14,15,4,none,0.0562368
133,1,13,15,4,none,0.0562368
133,2,12,15,4,none,0.0562368
133,3,11,15,4,none,0.0562368
133,4,10,15,4,none,0.0562368
133,5,9,15,4,none,0.0562368
133,6,8,15,4,none,0.0562368
133,7,7,15,4,none,0.0562368
133,8,6,15,4,none,0.0562368
133,9,5,15,4,none,0.0562368
133,10,4,15,4,none,0.0596032
133,11,3,15,4,none,0.0596032
133,12,2,15,4,none,0.0596032
133,13,1,15,4,none,0.0596032
133,14,0,15,4,none,0.0596032
138,0,14,15,4,none,0.0562368
138,1,13,15,4,none,0.0562368
138,2,12,15,4,none,0.0562368
138,3,11,15,4,none,0.0562368
138,4,10,15,4,none,0.0562368
138,5,9,15,4,none,0.0596032
138,6,8,15,4,none,0.0596032
138,7,7,15,4,none,0.0596032
138,8,6,15,4,none,0.0596032
138,9,5,15,4,none,0.0596032
138,10,4,15,4,none,0.0562368
138,11,3,15,4,none,0.0562368
138,12,2,15,4,none,0.0562368
138,13,1,15,4,none,0.0562368
138,14,0,15,4,none,0.0562368
143,0,14,15,4,none,0.0596032
143,1,13,15,4,none,0.0596032
143,2,12,15,4,none,0.0596032
143,3,11,15,4,none,0.0596032
143,4,10,15,4,none,0.0596032
143,5,9,15,4,none,0.0562368
143,6,8,15,4,none,0.0562368
143,7,7,15,4,none,0.0562368
143,8,6,15,4,none,0.0562368
143,9,5,15,4,none,0.0562368
143,10,4,15,4,none,0.0562368
143,11,3,15,4,none,0.0562368
143,12,2,15,4,none,0.0562368
143,13,1,15,4,none,0.0562368
143,14,0,15,4,none,0.0562368
148,0,14,15,4,none,0.0562368
148,1,13,15,4,none,0.0562368
148,2,12,15,4,none,0.0562368
148,3,11,15,4,none,0.0562368
148,4,10,15,4,none,0.0562368
148,5,9,15,4,none,0.0562368
148,6,8,15,4,none,0.0562368
148,7,7,15,4,none,0.0562368
148,8,6,15,4,none,0.0562368
148,9,5,15,4,none,0.0562368
148,10,4,15,4,none,0.0596032
148,11,3,15,4,none,0.0596032
148,12,2,15,4,none,0.0596032
148,13,1,15,4,none,0.0596032
148,14,0,15,4,none,0.0596032
153,0,14,15,4,none,0.0562368
153,1,13,15,4,none,0.0562368
153,2,12,15,4,none,0.0562368
153,3,11,15,4,none,0.0562368
153,4,10,15,4,none,0.0562368
153,5,9,15,4,none,0.0596032
153,6,8,15,4,none,0.0596032
153,7,7,15,4,none,0.0596032
153,8,6,15,4,none,0.0596032
153,9,5,15,4,none,0.0596032
153,10,4,15,4,none,0.0562368
153,11,3,15,4,none,0.0562368
153,12,2,15,4,none,0.0562368
153,13,1,15,4,none,0.0562368
153,14,0,15,4,none,0.0562368
158,0,14,15,4,none,0.0596032
158,1,13,15,4,none,0.0596032
158,2,12,15,4,none,0.0596032
158,3,11,15,4,none,0.0596032
158,4,10,15,4,none,0.0596032
158,5,9,15,4,none,0.0562368
158,6,8,15,4,none,0.0562368
158,7,7,15,4,none,0.0562368
158,8,6,15,4,none,0.0562368
158,9,5,15,4,none,0.0562368
158,10,4,15,4,none,0.0562368
158,11,3,15,4,none,0.0562368
158,12,2,15,4,none,0.0562368
158,13,1,15,4,none,0.0562368
158,14,0,15,4,none,0.0562368
163,0,14,15,4,none,0.0562368
163,1,13,15,4,none,0.0562368
163,2,12,15,4,none,0.0562368
163,3,11,15,4,none,0.0562368
163,4,10,15,4,none,0.0562368
163,5,9,15,4,none,0.0562368
163,6,8,15,4,none,0.0562368
163,7,7,15,4,none,0.0562368
163,8,6,15,4,none,0.0562368
163,9,5,15,4,none,0.0562368
163,10,4,15,4,none,0.0596032
163,11,3,15,4,none,0.0596032
163,12,2,15,4,none,0.0596032
163,13,1,15,4,none,0.0596032
163,14,0,15,4,none,0.0596032
168,0,14,15,4,none,0.0562368
168,1,13,15,4,none,0.0562368
168,2,12,15,4,none,0.0562368
168,3,11,15,4,none,0.0562368
168,4,10,15,4,none,0.0562368
168,5,9,15,4,none,0.0596032
168,6,8,15,4,none,0.0596032
168,7,7,15,4,none,0.0596032
168,8,6,15,4,none,0.0596032
168,9,5,15,4,none,0.0596032
168,10,4,15,4,none,0.0562368
168,11,3,15,4,none,0.0562368
168,12,2,15,4,none,0.0562368
168,13,1,15,4,none,0.0562368
168,14,0,15,4,none,0.0562368
173,0,14,15,4,none,0.0596032
173,1,13,15,4,none,0.0596032
173,2,12,15,4,none,0.0596032
173,3,11,15,4,none,0.0596032
173,4,10,15,4,none,0.0596032
173,5,9,15,4,none,0.0562368
173,6,8,15,4,none,0.0562368
173,7,7,15,4,none,0.0562368
173,8,6,15,4,none,0.0562368
173,9,5,15,4,none,0.0562368
173,10,4,15,4,none,0.0562368
173,11,3,15,4,none,0.0562368
173,12,2,15,4,none,0.0562368
173,13,1,15,4,none,0.0562368
173,14,0,15,4,none,0.0562368
178,0,14,15,4,none,0.0562368
178,1,13,15,4,none,0.0562368
178,2,12,15,4,none,0.0562368
178,3,11,15,4,none,0.0562368
178,4,10,15,4,none,0.0562368
178,5,9,15,4,none,0.0562368
178,6,8,15,4,none,0.0562368
178,7,7,15,4,none,0.0562368
178,8,6,15,4,none,0.0562368
178,9,5,15,4,none,0.0562368
178,10,4,15,4,none,0.0596032
178,11,3,15,4,none,0.0596032
178,12,2,15,4,none,0.0596032
178,13,1,15,4,none,0.0596032
178,14,0,15,4,none,0.0596032
183,0,14,15,4,none,0.0562368
183,1,13,15,4,none,0.0562368
183,2,12,15,4,none,0.0562368
183,3,11,15,4,none,0.0562368
183,4,10,15,4,none,0.0562368
183,5,9,15,4,none,0.0596032
183,6,8,15,4,none,0.0596032
183,7,7,15,4,none,0.0596032
183,8,6,15,4,none,0.0596032
183,9,5,15,4,none,0.0596032
183,10,4,15,4,none,0.0562368
183,11,3,15,4,none,0.0562368
183,12,2,15,4,none,0.0562368
183,13,1,15,4,none,0.0562368
183,14,0,15,4,none,0.0562368
188,0,14,15,4,none,0.0596032
188,1,13,15,4,none,0.0596032
188,2,12,15,4,none,0.0596032
188,3,11,15,4,none,0.0596032
188,4,10,15,4,none,0.0596032
188,5,9,15,4,none,0.0562368
188,6,8,15,4,none,0.0562368
188,7,7,15,4,none,0.0562368
188,8,6,15,4,none,0.0562368
188,9,5,15,4,none,0.0562368
188,10,4,15,4,none,0.0562368
188,11,3,15,4,none,0.0562368
188,12,2,15,4,none,0.0562368
188,13,1,15,4,none,0.0562368
188,14,0,15,4,none,0.0562368
193,0,14,15,4,none,0.0562368
193,1,13,15,4,none,0.0562368
193,2,12,15,4,none,0.0562368
193,3,11,15,4,none,0.0562368
193,4,10,15,4,none,0.0562368
193,5,9,15,4,none,0.0562368
193,6,8,15,4,none,0.0562368
193,7,7,15,4,none,0.0562368
193,8,6,15,4,none,0.0562368
193,9,5,15,4,none,0.0562368
193,10,4,15,4,none,0.0596032
193,11,3,15,4,none,0.0596032
193,12,2,15,4,none,0.0596032
193,13,1,15,4,none,0.0596032
193,14,0,15,4,none,0.0596032
198,0,14,15,4,none,0.0562368
198,1,13,15,4,none,0.0562368
198,2,12,15,4,none,0.0562368
198,3,11,15,4,none,0.0562368
198,4,10,15,4,none,0.0562368
198,5,9,15,4,none,0.0596032
198,6,8,15,4,none,0.0596032
198,7,7,15,4,none,0.0596032
198,8,6,15,4,none,0.0596032
198,9,5,15,4,none,0.0596032
198,10,4,15,4,none,0.0562368
198,11,3,15,4,none,0.0562368
198,12,2,15,4,none,0.0562368
198,13,1,15,4,none,0.0562368
198,14,0,15,4,none,0.0562368
