time,uav0_pdr,uav0_delay,uav0_throughput,uav1_pdr,uav1_delay,uav1_throughput,uav2_pdr,uav2_delay,uav2_throughput,uav3_pdr,uav3_delay,uav3_throughput,uav4_pdr,uav4_delay,uav4_throughput,uav5_pdr,uav5_delay,uav5_throughput,uav6_pdr,uav6_delay,uav6_throughput,uav7_pdr,uav7_delay,uav7_throughput,uav8_pdr,uav8_delay,uav8_throughput,uav9_pdr,uav9_delay,uav9_throughput,uav10_pdr,uav10_delay,uav10_throughput,uav11_pdr,uav11_delay,uav11_throughput,uav12_pdr,uav12_delay,uav12_throughput,uav13_pdr,uav13_delay,uav13_throughput,uav14_pdr,uav14_delay,uav14_throughput,uav15_pdr,uav15_delay,uav15_throughput,uav16_pdr,uav16_delay,uav16_throughput,uav17_pdr,uav17_delay,uav17_throughput,uav18_pdr,uav18_delay,uav18_throughput,uav19_pdr,uav19_delay,uav19_throughput,uav20_pdr,uav20_delay,uav20_throughput,uav21_pdr,uav21_delay,uav21_throughput,uav22_pdr,uav22_delay,uav22_throughput,uav23_pdr,uav23_delay,uav23_throughput,uav24_pdr,uav24_delay,uav24_throughput,uav25_pdr,uav25_delay,uav25_throughput,uav26_pdr,uav26_delay,uav26_throughput,uav27_pdr,uav27_delay,uav27_throughput,uav28_pdr,uav28_delay,uav28_throughput,uav29_pdr,uav29_delay,uav29_throughput
31,0.5,0.00248679,99363.1,0,0,0,0,0,0,1,0.00534788,196554,1,0.00447712,196011,1,0.0050172,195468,1,0.00447416,194382,1,0.0028317,193839,1,0.00317348,193297,1,0.00560675,192754,0.498588,0.001582,95833.8,0.5,0.00142442,95562.3,1,0.0051065,190582,0.5,0.00163047,95019.4,0.5,0.00196343,94747.9,1,0.00342954,188410,0.5,0.000768493,93933.4,0.5,0.000923019,93661.9,1,0.00393085,186781,0.997085,0.00290134,185695,0.950147,0.0169919,175922,0.967647,0.0125365,178636,1,0.00316065,184066,1,0.00378203,183523,0.467262,0.0100638,85245.9,0,0,0,0,0,0,0.5,0.000945978,90404.1,0,0,0,0,0,0
32,0.5,0.00249124,99414,0,0,0,0,0,0,1,0.00534412,196724,1,0.00446993,196198,1,0.00501105,195672,1,0.00448389,195146,1,0.00283169,194094,1,0.0031662,193568,1,0.00562178,193042,0.5,0.00157834,96258,0.5,0.00142413,95732,1,0.00509714,190938,0.5,0.00164308,95206,0.5,0.00196472,94943,1,0.00342082,189360,0.5,0.000768052,94154,0.5,0.000919315,93891,1,0.0039072,187256,1,0.00290798,186730,0.949153,0.0164558,176736,0.96875,0.0121968,179366,1,0.00315471,184626,1,0.0037637,184100,0.468481,0.00969373,86001,0,0,0,0,0,0,0.5,0.000943733,90735,0,0,0,0,0,0
33,0.5,0.00248943,99461.8,0,0,0,0,0,0,1,0.00534124,196883,1,0.00447133,196373,1,0.004999,195863,1,0.00447657,195353,1,0.00283184,194843,1,0.00316355,193823,1,0.00561262,193313,0.5,0.00157192,96401.5,0.5,0.00142885,96146.4,1,0.00509683,191273,0.5,0.00163537,95381.3,0.5,0.00197017,95126.3,1,0.00342277,189743,0.5,0.000767607,94616.2,0.5,0.000915505,94106.2,1,0.00389598,187702,1,0.00290683,187192,0.953552,0.0159171,178011,0.96978,0.0118808,180051,1,0.00315362,185152,1,0.00376255,184642,0.469529,0.00937733,86455.3,0,0,0,0,0,0,0.5,0.000937403,91045.8,0,0,0,0,0,0
34,0.5,0.00248146,99506.8,0,0,0,0,0,0,1,0.00537057,197528,1,0.00447689,196538,1,0.00499579,196043,1,0.00447601,195548,1,0.00283267,195053,0.998728,0.00317525,194311,1,0.00561034,193568,0.5,0.00155947,96536.5,0.5,0.00142852,96288.9,1,0.00511209,192083,0.5,0.00163665,95546.4,0.5,0.00198168,95298.8,1,0.00343328,190103,0.5,0.000767222,94803.8,0.5,0.00092096,94556.2,1,0.00390534,188122,1,0.00291849,187627,0.955026,0.0154618,178716,0.970822,0.011572,181192,1,0.00313994,185647,1,0.00374387,185152,0.470509,0.00908256,86882.8,0,0,0,0,0,0,0.5,0.000931485,91338.4,0,0,0,0,0,0
35,0.498795,0.00247466,99549.3,0,0,0,0,0,0,1,0.00537165,197656,1,0.00448019,197175,1,0.00500739,196213,1,0.0044845,195732,1,0.00283343,195251,1,0.00317327,194770,0.998762,0.00559937,194049,0.5,0.00156692,96663.8,0.5,0.00143472,96423.3,1,0.00511442,192366,0.5,0.00163579,95942.4,0.5,0.0019685,95461.5,1,0.0034259,190442,0.5,0.000766861,94980.6,0.5,0.000927277,94740.1,0.998728,0.00392692,188759,1,0.00292922,188037,0.95641,0.0150356,179381,0.971722,0.0113043,181786,1,0.00314699,186595,1,0.00373999,185633,0.471429,0.0088076,87285.9,0,0,0,0,0,0,0.5,0.000934745,91854.6,0,0,0,0,0,0
36,0.5,0.00247541,99823.1,0,0,0,0,0,0,1,0.00536926,197776,1,0.00449059,197308,1,0.00500393,196841,1,0.00449147,195906,1,0.00283392,195438,1,0.0031694,194971,1,0.00558505,194503,0.498795,0.00156287,96784,0.5,0.00143793,96550.2,1,0.00510518,192633,0.5,0.00163491,96082.7,0.5,0.00198155,95848.9,1,0.00341804,190763,0.5,0.000766521,95147.6,0.5,0.000923263,94913.8,1,0.00393643,189360,1,0.00293517,188892,0.957711,0.0146298,180009,0.972569,0.0110536,182347,1,0.00314634,187022,1,0.00384477,186555,0.472292,0.00855127,87666.7,0,0,0,0,0,0,0.5,0.000967113,92108.4,0,0,0,0,0,0
37,0.5,0.00248373,99854.7,0,0,0,0,0,0,1,0.00536647,197890,1,0.00449685,197435,1,0.00499653,196980,1,0.00448744,196525,1,0.00283474,195615,1,0.0031646,195160,1,0.0055916,194705,0.5,0.00156151,97125.2,0.498826,0.00143707,96670.3,1,0.00509832,192886,0.5,0.00163024,96215.4,0.5,0.00197294,95987.9,1,0.00342239,191521,0.5,0.0007662,95305.5,0.5,0.000920971,95078.1,1,0.00392405,189701,1,0.00293071,189246,0.957831,0.0142238,180830,0.973366,0.0108161,182877,1,0.0031378,187427,1,0.00383199,186972,0.473171,0.00829006,88254.3,0,0,0,0,0,0,0.5,0.000960856,92348.5,0,0,0,0,0,0
38,0.5,0.00248195,99884.6,0,0,0,0,0,0,1,0.00536592,197997,1,0.00450305,197555,1,0.0049887,197112,1,0.00449062,196669,1,0.00283447,196226,1,0.0031607,195340,1,0.00558908,194897,0.5,0.00156143,97226.9,0.5,0.00142945,97005.5,0.997712,0.00509727,193125,0.5,0.00163322,96341.1,0.5,0.00197484,96119.6,1,0.00341518,191796,0.5,0.000765873,95676.6,0.5,0.000917262,95233.7,1,0.00392811,190024,1,0.00292765,189581,0.960187,0.0138829,181608,0.973005,0.0105944,183602,1,0.0031359,187810,1,0.00383319,187367,0.473934,0.00806402,88589.5,0,0,0,0,0,0,0.5,0.000962103,92576,0,0,0,0,0,0
39,0.5,0.00248371,99913,0,0,0,0,0,0,1,0.00535098,198531,1,0.00450123,197668,1,0.00498937,197237,1,0.00448497,196805,1,0.00283476,196373,1,0.00316438,195942,1,0.00556339,195079,0.5,0.00155758,97323.5,0.5,0.00142901,97107.7,1,0.00510439,193784,0.5,0.00163752,96460.3,0.5,0.00196437,96244.5,1,0.00342657,192057,0.5,0.000765588,95812.9,0.5,0.000919158,95597.1,1,0.0039267,190331,1,0.00293214,189899,0.961276,0.0135528,182131,0.974886,0.0103899,184289,0.997712,0.00313163,188173,1,0.00382937,187742,0.474654,0.00785115,88907.5,0,0,0,0,0,0,0.5,0.000969091,92791.8,0,0,0,0,0,0
40,0.49895,0.00247649,99940,0,0,0,0,0,0,1,0.00533982,198618,1,0.0045025,198197,1,0.00499679,197355,1,0.00449174,196934,1,0.00283539,196514,1,0.00316433,196093,1,0.00558166,195672,0.5,0.00156072,97415.2,0.5,0.00143565,97204.8,1,0.00509892,193989,0.5,0.00164054,96784,0.5,0.0019516,96363.2,1,0.00342691,192306,0.5,0.000765319,95942.4,0.5,0.000918252,95732,1,0.00391283,191043,1,0.00293052,190202,0.962306,0.0132421,182627,0.975556,0.0102126,184731,1,0.0031352,188939,1,0.00383647,188098,0.475336,0.00765032,89209.6,0,0,0,0,0,0,0.5,0.000969234,93207.2,0,0,0,0,0,0
41,0.5,0.00247628,100171,0,0,0,0,0,0,1,0.00533702,198700,1,0.00450422,198289,1,0.00499396,197879,1,0.00448254,197058,1,0.00283543,196647,1,0.00315875,196236,1,0.00556271,195826,0.5,0.00155937,97707.7,0.5,0.00143867,97297.2,1,0.00509308,194184,0.5,0.00163438,96886.6,0.5,0.00194903,96681.4,1,0.00343743,192542,0.5,0.000765063,96065.6,0.5,0.000915203,95860.3,1,0.00391034,191310,1,0.00293327,190900,0.963283,0.0129519,183099,0.97619,0.0100191,185152,1,0.00314002,189257,1,0.00392565,188847,0.475983,0.00746055,89497,0,0,0,0,0,0,0.5,0.000982637,93397.1,0,0,0,0,0,0
42,0.5,0.0024874,100190,0,0,0,0,0,0,1,0.00532137,198778,1,0.00450244,198377,1,0.00498359,197976,1,0.00447441,197576,1,0.00283629,196774,1,0.00316147,196373,1,0.00554242,195973,0.5,0.00155657,97785.9,0.5,0.00144209,97585.5,1,0.00510626,194370,0.5,0.00164349,96984.4,0.5,0.00196796,96784,1,0.0034442,193167,0.5,0.000764821,96182.9,0.5,0.000915904,95982.5,1,0.00390562,191564,1,0.00293021,191163,0.964286,0.0126472,183950,0.976793,0.00984311,185553,1,0.00313269,189560,1,0.00391017,189160,0.476645,0.00726642,89971,0,0,0,0,0,0,0.5,0.000981581,93577.9,0,0,0,0,0,0
43,0.5,0.00248044,100209,0,0,0,0,0,0,0.998035,0.00534179,198852,1,0.00450731,198461,1,0.00497728,198070,1,0.00447448,197678,1,0.00283616,197287,1,0.00316567,196504,1,0.0055499,196112,0.5,0.00155713,97860.5,0.5,0.00144828,97664.7,0.998996,0.00511437,194742,0.5,0.00164403,97077.6,0.5,0.00196236,96881.9,1,0.00344571,193372,0.5,0.000764572,96490.4,0.5,0.000916465,96099,1,0.00390678,191807,1,0.00292359,191415,0.965164,0.0123858,184369,0.976386,0.00967774,186131,1,0.00313564,189849,1,0.00391936,189458,0.477226,0.00709693,90227.3,0,0,0,0,0,0,0.5,0.000980024,93750.3,0,0,0,0,0,0
44,0.5,0.00247307,100227,0,0,0,0,0,0,1,0.00537256,199306,0.998077,0.00450884,198541,1,0.00496641,198159,1,0.00447138,197776,1,0.00283636,197393,1,0.00317846,197011,1,0.00555057,196246,0.5,0.00155031,97931.6,0.5,0.00144889,97740.4,1,0.00511264,195098,0.5,0.00163855,97357.8,0.5,0.00195219,96975.3,1,0.00344547,193568,0.5,0.000764353,96592.7,0.5,0.000919825,96401.5,1,0.00389348,192038,1,0.00292549,191655,0.966,0.0121352,184769,0.977956,0.00951092,186682,0.998996,0.00314025,190316,1,0.00391914,189743,0.477778,0.00693605,90472,0,0,0,0,0,0,0.5,0.000977531,93914.9,0,0,0,0,0,0
45,0.5,0.00247423,100431,0,0,0,0,0,0,1,0.00537612,199366,1,0.00451305,198992,0.998117,0.00496288,198244,1,0.0044699,197870,1,0.0028364,197495,1,0.00317471,197121,0.999049,0.0055554,196560,0.5,0.0015492,97999.6,0.5,0.00144676,97812.6,1,0.00510518,195251,0.5,0.00164571,97438.6,0.499038,0.00194299,97064.5,1,0.00345127,193755,0.5,0.000764144,96690.5,0.5,0.000918253,96503.5,1,0.00394841,192633,1,0.00292846,191885,0.966797,0.0119047,185152,0.978474,0.00935382,187022,1,0.00313683,190763,0.999018,0.00394383,190202,0.478304,0.00678312,90705.8,0,0,0,0,0,0,0.5,0.000980703,94259.2,0,0,0,0,0,0
46,0.5,0.00249843,100443,0,0,0,0,0,0,1,0.00539219,199423,1,0.00451475,199057,1,0.00495649,198691,1,0.00447173,197959,1,0.00283654,197593,1,0.00317178,197227,1,0.00553669,196861,0.5,0.00162941,98247.7,0.5,0.00144905,97881.7,1,0.00508811,195398,0.5,0.00165094,97515.8,0.5,0.00194713,97332.9,0.998117,0.00344636,193934,0.5,0.000763945,96784,0.5,0.000915613,96601,1,0.00395578,192836,1,0.00292472,192470,0.967557,0.01168,185518,0.978967,0.00920935,187347,1,0.00313068,191007,1,0.00394239,190641,0.477885,0.00663793,90929.4,0,0,0,0,0,0,0.5,0.000976678,94405.6,0,0,0,0,0,0
47,0.5,0.00249693,100455,0,0,0,0,0,0,1,0.00539313,199477,1,0.0045145,199119,1,0.00495084,198761,1,0.00447298,198403,1,0.00283644,197686,1,0.0031723,197328,1,0.00552472,196970,0.5,0.00162478,98306,0.5,0.001447,98127,1,0.00509701,195538,0.5,0.00164975,97589.8,0.5,0.00194937,97410.7,1,0.0034422,194463,0.5,0.000763755,96873.5,0.5,0.000914412,96694.5,1,0.00395137,193031,1,0.00292084,192673,0.968343,0.0114489,186226,0.979439,0.00906541,187659,1,0.00313204,191240,1,0.00392264,190882,0.479323,0.00648798,91322.6,0,0,0,0,0,0,0.5,0.000973014,94545.7,0,0,0,0,0,0
48,0.5,0.00250176,100466,0,0,0,0,0,0,1,0.00538307,199880,1,0.00452056,199179,1,0.00495456,198828,1,0.00447016,198477,1,0.00283678,198127,1,0.00317465,197425,1,0.00552042,197075,0.5,0.00162037,98362,0.5,0.0014532,98186.7,0.998211,0.00508659,195672,0.5,0.00165619,97660.7,0.5,0.00195077,97485.3,1,0.00344205,194620,0.5,0.000763559,97134.7,0.5,0.000915021,96784,1,0.00395611,193217,1,0.00292593,192867,0.969035,0.0112411,186555,0.979927,0.00894517,188308,1,0.00312527,191464,1,0.00393238,191113,0.479779,0.00635619,91524,0,0,0,0,0,0,0.5,0.000974985,94680,0,0,0,0,0,0
49,0.5,0.002492,100477,0,0,0,0,0,0,1,0.00539147,199923,0.998279,0.00452119,199236,1,0.00494188,198892,1,0.00446457,198549,1,0.00283724,198205,1,0.00317474,197862,1,0.00552884,197175,0.5,0.00161614,98415.7,0.5,0.00145361,98243.9,1,0.00508559,196144,0.5,0.00164795,97900.4,0.5,0.00194453,97556.9,1,0.00344482,194770,0.5,0.000763385,97213.4,0.5,0.000913902,97041.6,1,0.0039393,193396,1,0.00292198,193053,0.969697,0.0110514,186870,0.980357,0.0088183,188587,1,0.00312499,192022,1,0.00392627,191335,0.480216,0.00623033,91717.2,0,0,0,0,0,0,0.5,0.000970212,94808.8,0,0,0,0,0,0
50,0.499164,0.00249315,100487,0,0,0,0,0,0,1,0.00538286,199964,1,0.00452125,199628,0.998311,0.00493289,198954,1,0.00446049,198618,1,0.00283697,198281,1,0.00317321,197944,1,0.00552028,197608,0.5,0.00161632,98467.2,0.5,0.00145397,98298.9,1,0.00510461,196261,0.5,0.00164974,97962.2,0.5,0.00194481,97793.9,1,0.00344611,194915,0.5,0.00076322,97289,0.5,0.000914237,97120.6,1,0.00393582,193905,1,0.00291456,193231,0.970332,0.0108702,187172,0.980769,0.00869122,188855,1,0.00312339,192221,1,0.00391397,191885,0.480634,0.00611,91902.7,0,0,0,0,0,0,0.5,0.000970591,95100.8,0,0,0,0,0,0
51,0.5,0.00249538,100662,0,0,0,0,0,0,1,0.00538395,200004,1,0.00452671,199674,1,0.00492961,199344,0.998342,0.00445521,198684,1,0.00283681,198354,1,0.00317152,198024,1,0.00551346,197693,0.5,0.00162116,98681.7,0.5,0.00145444,98351.7,1,0.00510403,196373,0.5,0.00164895,98021.6,0.5,0.00194016,97856.6,0.999155,0.00344858,195218,0.5,0.000763061,97361.6,0.5,0.00091207,97196.5,1,0.00393065,194063,1,0.00290867,193733,0.97094,0.0106943,187462,0.981164,0.00856936,189112,1,0.00311646,192413,1,0.00389949,192083,0.481067,0.00598547,92246,0,0,0,0,0,0,0.5,0.000967288,95216.3,0,0,0,0,0,0
52,0.5,0.0024916,100668,0,0,0,0,0,0,1,0.00537906,200042,1,0.00452615,199718,1,0.00492075,199394,1,0.00445719,199071,0.998371,0.0028371,198423,1,0.00316488,198100,1,0.00551383,197776,0.5,0.00162345,98726.2,0.5,0.00145689,98564.3,1,0.00510042,196481,0.5,0.00165181,98078.8,0.5,0.00194536,97916.9,1,0.00345513,195510,0.5,0.000762895,97593.2,0.5,0.000908982,97269.5,1,0.00393136,194215,1,0.00292204,193892,0.971572,0.0105142,188065,0.981544,0.00845534,189360,1,0.00310839,192597,1,0.00392173,192273,0.48145,0.00587676,92414.2,0,0,0,0,0,0,0.5,0.000962971,95327.4,0,0,0,0,0,0
53,0.5,0.00249366,100674,0,0,0,0,0,0,1,0.00539091,200396,1,0.00452035,199761,1,0.00491886,199443,1,0.00445294,199126,1,0.00283711,198808,1,0.00316488,198173,1,0.00550917,197855,0.5,0.00162207,98768.9,0.5,0.00145456,98610.1,1,0.00508474,196903,0.5,0.00165594,98133.7,0.5,0.00194111,97974.9,1,0.00345767,195632,0.5,0.000762748,97657.4,0.499186,0.000907099,97339.8,1,0.00394185,194362,1,0.00291994,194044,0.972131,0.0103532,188328,0.981938,0.0083441,189916,1,0.0031154,192774,1,0.00393454,192456,0.481818,0.00577134,92576,0,0,0,0,0,0,0.5,0.00096102,95434.3,0,0,0,0,0,0
54,0.5,0.00249734,100680,0,0,0,0,0,0,1,0.00538637,200425,1,0.00451832,200114,1,0.00492428,199490,1,0.00445192,199179,1,0.00283705,198867,1,0.00316194,198555,1,0.00552063,197932,0.5,0.00162001,98810.1,0.5,0.00145234,98654.2,1,0.00508607,196997,0.5,0.00166042,98342.5,0.5,0.00193935,98030.8,1,0.00345578,195750,0.5,0.000762607,97719.1,0.5,0.000904679,97563.3,1,0.00394199,194503,1,0.00292548,194191,0.972669,0.0101989,188581,0.982287,0.00824872,190139,1,0.00311563,193256,1,0.00392857,192633,0.482172,0.00567018,92731.9,0,0,0,0,0,0,0.499186,0.00095961,95537.2,0,0,0,0,0,0
55,0.5,0.00249307,100839,0,0,0,0,0,0,1,0.00537622,200454,1,0.00452216,200148,1,0.00491788,199842,1,0.00444945,199230,1,0.00283733,198924,1,0.00315933,198618,1,0.00551174,198312,0.5,0.00161535,98849.7,0.5,0.00145277,98696.7,1,0.00511469,197087,0.5,0.00165439,98390.7,0.5,0.00193975,98237.7,1,0.00345527,195863,0.5,0.00076247,97778.6,0.5,0.000902485,97625.6,1,0.00394147,194945,1,0.00292419,194333,0.973186,0.010048,188824,0.982622,0.00814146,190355,1,0.00311829,193415,1,0.00392016,193109,0.482512,0.00557302,92882,0,0,0,0,0,0,0.5,0.000956379,95789.4,0,0,0,0,0,0
56,0.5,0.00249432,100842,0,0,0,0,0,0,1,0.00537476,200481,1,0.00451577,200181,1,0.00491357,199880,0.999247,0.00445484,199429,1,0.00283723,198978,1,0.00316272,198678,1,0.0055083,198377,0.5,0.00161969,99038.3,0.5,0.00144946,98737.7,1,0.00511663,197175,0.5,0.00165345,98437.1,0.5,0.00193705,98286.9,1,0.00344833,196273,0.5,0.000762339,97836,0.5,0.000903119,97685.7,1,0.00393817,195071,1,0.00291933,194770,0.973684,0.00990693,189059,0.982946,0.00805144,190562,1,0.00312084,193568,1,0.00391097,193267,0.482866,0.005472,93177.1,0,0,0,0,0,0,0.5,0.000952598,95882.3,0,0,0,0,0,0
57,0.5,0.0024904,100844,0,0,0,0,0,0,1,0.00536742,200508,1,0.00451695,200212,1,0.00491465,199917,1,0.00445926,199622,0.999259,0.00283677,199179,1,0.00315938,198736,1,0.00549939,198440,0.5,0.00161717,99072.6,0.5,0.00144881,98924.9,1,0.00510901,197259,0.5,0.00165625,98482,0.5,0.00193151,98334.3,1,0.00345172,196373,0.5,0.000762202,98039,0.5,0.00090148,97743.7,1,0.0039429,195192,1,0.00291504,194897,0.974203,0.00975965,189581,0.983257,0.00796739,190763,1,0.00311599,193716,1,0.00389885,193420,0.48318,0.00538245,93314.2,0,0,0,0,0,0,0.5,0.000949922,95971.9,0,0,0,0,0,0
58,0.5,0.00248131,100847,0,0,0,0,0,0,1,0.00536785,200823,1,0.00452055,200243,1,0.00491019,199953,1,0.00446406,199662,1,0.0028367,199372,0.999271,0.0031543,198937,1,0.00550702,198502,0.5,0.00161401,99105.7,0.5,0.00144823,98960.6,1,0.00510764,197631,0.5,0.00164814,98525.2,0.5,0.00192997,98380.1,1,0.00344763,196470,0.5,0.00076208,98089.9,0.5,0.000899195,97944.8,1,0.00393867,195309,1,0.00291538,195019,0.974665,0.00962974,189795,0.983582,0.00786392,191246,1,0.00311599,193858,1,0.00388914,193568,0.483483,0.00529623,93446.6,0,0,0,0,0,0,0.5,0.000946395,96058.5,0,0,0,0,0,0
59,0.499294,0.0024765,100849,0,0,0,0,0,0,1,0.00536511,200843,1,0.0045197,200558,1,0.00490657,199987,1,0.0044687,199702,1,0.00283652,199416,1,0.00315971,199131,0.998565,0.00550173,198561,0.5,0.00161066,99137.6,0.5,0.0014486,98995,1,0.00511526,197705,0.5,0.00165342,98709.7,0.5,0.00192474,98424.4,1,0.00344005,196564,0.5,0.000761962,98139.1,0.5,0.000905615,97996.5,0.999271,0.00393574,195565,1,0.00291244,195137,0.97511,0.00950074,190002,0.983871,0.00778371,191428,1,0.00311131,194281,1,0.00388256,193711,0.483776,0.00521316,93574.5,0,0,0,0,0,0,0.5,0.000943544,96284.7,0,0,0,0,0,0
60,0.5,0.00247303,100992,0,0,0,0,0,0,1,0.00536199,200862,1,0.0045149,200581,1,0.00490026,200301,1,0.00447727,199740,1,0.00283634,199459,1,0.00315879,199179,1,0.00549612,198898,0.499294,0.00160866,99168.5,0.5,0.00144616,99028.3,1,0.00511772,197776,0.5,0.00165933,98747.7,0.5,0.00192782,98607.5,1,0.00344236,196654,0.5,0.000761849,98186.7,0.5,0.000907624,98046.4,1,0.00392609,195812,0.998565,0.00290869,195251,0.97554,0.00938143,190202,0.98415,0.00770415,191604,1,0.00311036,194410,1,0.00387235,194129,0.484058,0.00513308,93698.1,0,0,0,0,0,0,0.5,0.000944665,96363.2,0,0,0,0,0,0
61,0.5,0.00247331,100992,0,0,0,0,0,0,1,0.00535957,200880,1,0.00451501,200604,1,0.00489613,200328,1,0.00447668,200052,1,0.00283671,199501,1,0.0031542,199225,1,0.0054828,198949,0.5,0.001606,99336.4,0.5,0.00144557,99060.5,1,0.00512133,197845,0.5,0.00165842,98784.5,0.5,0.00191748,98646.6,1,0.00356274,197017,0.5,0.000761739,98232.7,0.5,0.000905514,98094.7,1,0.0039246,195913,1,0.00290558,195638,0.974576,0.00926504,190395,0.984419,0.00762361,191774,1,0.00310728,194534,1,0.00387136,194258,0.484353,0.00505095,93955.7,0,0,0,0,0,0,0.5,0.000941415,96439.1,0,0,0,0,0,0
